Gender,Education_Level,Years_of_Experience,Country,Race,Job_Title,Salary
1,3,13.0,2,4,155,185000.0
1,2,7.0,0,4,41,140000.0
1,3,13.0,0,4,174,180000.0
0,2,2.0,1,4,3,70000.0
1,3,15.0,3,4,174,185000.0
1,3,16.0,1,4,155,190000.0
1,2,6.0,1,0,155,125000.0
1,3,12.0,3,3,165,160000.0
1,2,8.0,2,4,165,140000.0
1,3,17.0,0,4,174,195000.0
1,0,2.0,4,1,40,70000.0
1,0,2.0,3,4,40,70000.0
1,2,11.0,1,1,155,170000.0
1,3,13.0,2,0,155,185000.0
1,3,17.0,1,1,174,195000.0
1,2,6.0,4,0,3,130000.0
1,2,10.0,2,4,165,155000.0
1,3,15.0,0,0,174,185000.0
1,0,3.0,3,3,40,80000.0
1,3,17.0,2,0,174,195000.0
1,2,7.0,0,4,155,135000.0
1,0,1.0,1,4,3,55000.0
1,3,16.0,0,0,155,190000.0
0,2,2.0,2,0,3,70000.0
1,3,13.0,0,4,155,185000.0
1,2,11.0,0,4,155,170000.0
1,2,9.0,2,0,165,150000.0
1,3,17.0,1,4,174,195000.0
1,0,2.0,3,3,40,70000.0
1,3,17.0,4,0,174,195000.0
1,2,6.0,2,0,155,125000.0
1,3,15.0,0,4,174,185000.0
0,2,2.0,3,3,3,70000.0
1,2,10.0,0,4,165,155000.0
1,0,3.0,1,4,40,80000.0
1,3,13.0,2,4,155,185000.0
1,3,16.0,1,0,155,190000.0
1,2,11.0,1,0,155,170000.0
1,3,17.0,2,0,174,195000.0
1,2,9.0,3,3,165,150000.0
1,0,2.0,2,4,40,70000.0
0,2,2.0,4,0,3,70000.0
1,3,15.0,3,4,174,185000.0
1,2,7.0,0,0,155,135000.0
1,0,3.0,1,4,40,80000.0
1,3,17.0,3,4,174,195000.0
1,2,10.0,0,4,165,155000.0
1,2,11.0,3,4,155,170000.0
1,3,13.0,1,1,155,185000.0
1,0,2.0,1,1,40,70000.0
1,3,16.0,1,1,155,190000.0
1,2,6.0,4,0,155,125000.0
1,3,17.0,0,4,174,195000.0
1,2,9.0,1,4,165,150000.0
1,0,2.0,3,3,40,70000.0
0,2,2.0,2,0,3,70000.0
1,0,5.0,1,4,40,95000.0
0,2,12.0,0,0,165,170000.0
1,0,2.0,0,0,3,75000.0
0,3,18.0,2,4,174,210000.0
1,2,7.0,4,4,41,135000.0
1,3,12.0,2,4,165,160000.0
1,0,1.0,4,1,40,55000.0
1,3,16.0,3,4,155,190000.0
0,3,11.0,3,0,155,165000.0
0,0,3.0,1,1,40,80000.0
1,0,6.0,0,0,3,120000.0
1,3,15.0,3,3,174,185000.0
1,3,13.0,1,1,155,185000.0
1,3,16.0,3,3,174,190000.0
1,2,8.0,1,1,165,140000.0
1,2,6.0,3,4,41,130000.0
0,2,2.0,1,4,3,70000.0
1,2,11.0,1,4,155,170000.0
1,2,6.0,2,0,155,125000.0
1,2,10.0,4,2,165,155000.0
1,0,2.0,4,1,40,70000.0
1,3,17.0,0,4,174,195000.0
1,2,7.0,2,4,165,140000.0
1,2,6.0,4,4,3,130000.0
0,2,10.0,3,0,3,155000.0
1,3,16.0,0,0,174,190000.0
1,0,2.0,3,3,40,70000.0
1,0,3.0,1,0,40,80000.0
1,3,13.0,2,4,155,185000.0
0,2,3.0,4,4,41,100000.0
1,3,15.0,0,0,174,185000.0
1,3,16.0,0,4,155,190000.0
1,2,7.0,0,4,155,135000.0
0,3,12.0,4,4,165,160000.0
1,0,1.0,1,4,40,55000.0
1,0,3.0,4,4,40,80000.0
1,3,14.0,1,0,165,170000.0
0,0,1.0,3,4,40,55000.0
0,0,3.0,4,1,40,80000.0
1,3,13.0,2,4,155,185000.0
1,2,7.0,4,0,41,140000.0
1,3,13.0,2,4,174,180000.0
0,2,2.0,0,4,3,70000.0
1,3,15.0,4,1,174,185000.0
1,3,16.0,3,3,155,190000.0
1,2,6.0,1,0,155,125000.0
1,3,12.0,2,0,165,160000.0
1,2,8.0,3,4,165,140000.0
1,3,17.0,1,0,174,195000.0
1,0,2.0,0,4,40,70000.0
1,0,2.0,4,1,40,70000.0
1,2,11.0,2,4,155,170000.0
1,3,13.0,2,0,155,185000.0
1,3,17.0,3,0,174,195000.0
1,2,6.0,0,4,3,130000.0
1,2,10.0,3,3,165,155000.0
1,3,15.0,3,3,174,185000.0
1,0,3.0,1,1,40,80000.0
1,3,17.0,0,4,174,195000.0
1,2,7.0,3,4,155,135000.0
1,0,1.0,1,4,3,55000.0
1,3,16.0,4,4,155,190000.0
0,2,2.0,1,1,3,70000.0
1,3,13.0,4,2,155,185000.0
1,2,11.0,1,0,155,170000.0
1,2,9.0,1,0,165,150000.0
1,3,17.0,3,4,174,195000.0
1,0,2.0,4,2,40,70000.0
1,3,17.0,1,0,174,195000.0
1,2,6.0,4,0,155,125000.0
1,3,15.0,2,4,174,185000.0
1,3,17.0,1,1,174,195000.0
1,0,3.0,0,4,40,80000.0
1,3,14.0,2,0,165,170000.0
1,2,10.0,2,4,165,155000.0
1,3,13.0,1,4,155,185000.0
1,0,2.0,1,0,40,70000.0
1,2,7.0,1,0,41,140000.0
1,3,17.0,3,0,174,195000.0
1,2,8.0,1,1,165,140000.0
0,2,2.0,4,1,3,70000.0
1,3,15.0,2,0,174,185000.0
1,3,16.0,3,3,155,190000.0
1,2,7.0,4,1,155,135000.0
0,3,12.0,3,4,165,160000.0
1,0,1.0,3,4,40,55000.0
1,0,3.0,2,0,40,80000.0
1,3,13.0,4,4,155,185000.0
0,2,3.0,3,3,41,100000.0
1,3,15.0,3,0,174,185000.0
1,3,16.0,4,4,155,190000.0
1,2,6.0,3,4,155,125000.0
1,3,12.0,4,2,165,160000.0
1,2,8.0,2,0,165,140000.0
1,3,17.0,3,0,174,195000.0
1,0,2.0,0,4,40,70000.0
1,0,2.0,1,1,40,70000.0
1,2,11.0,1,4,155,170000.0
1,3,13.0,3,4,155,185000.0
1,3,17.0,1,1,174,195000.0
1,2,6.0,1,0,3,130000.0
1,2,10.0,1,4,165,155000.0
1,3,15.0,1,4,174,185000.0
1,0,3.0,4,1,40,80000.0
1,3,17.0,2,4,174,195000.0
1,2,7.0,0,0,155,135000.0
1,0,1.0,4,2,3,55000.0
1,3,16.0,1,0,155,190000.0
0,2,2.0,3,3,3,70000.0
1,3,13.0,3,3,155,185000.0
1,2,11.0,4,1,155,170000.0
1,2,9.0,3,0,165,150000.0
1,3,17.0,4,4,174,195000.0
1,0,2.0,1,1,40,70000.0
1,3,17.0,4,1,174,195000.0
1,2,6.0,2,4,155,125000.0
1,3,15.0,0,4,174,185000.0
1,3,17.0,2,0,174,195000.0
1,0,3.0,3,4,40,80000.0
1,3,14.0,2,4,165,170000.0
1,2,10.0,0,0,165,155000.0
1,0,7.0,3,0,40,120000.0
0,2,3.0,4,0,3,90000.0
0,3,14.0,3,0,174,180000.0
1,0,7.0,3,4,41,130000.0
1,3,12.0,2,0,165,170000.0
1,0,2.0,3,4,3,70000.0
1,3,18.0,2,4,174,210000.0
0,2,1.0,1,0,40,55000.0
1,3,16.0,3,4,155,190000.0
0,3,11.0,1,1,174,165000.0
1,2,5.0,2,0,41,105000.0
0,2,11.0,3,4,165,160000.0
1,0,6.0,1,1,40,110000.0
1,3,17.0,2,0,174,195000.0
1,0,3.0,2,0,3,85000.0
1,3,14.0,3,4,155,180000.0
0,0,1.0,0,4,40,55000.0
1,3,13.0,3,4,155,185000.0
1,0,8.0,1,1,3,140000.0
0,2,3.0,3,3,3,90000.0
0,3,12.0,4,4,165,160000.0
1,0,8.0,2,4,41,145000.0
1,3,13.0,0,4,155,185000.0
1,2,5.0,3,4,41,105000.0
1,0,6.0,0,0,40,110000.0
1,3,18.0,3,0,174,210000.0
0,2,1.0,3,3,40,55000.0
1,3,16.0,4,1,155,190000.0
0,3,11.0,3,0,174,165000.0
1,2,5.0,4,4,41,105000.0
0,2,11.0,2,0,165,160000.0
1,0,6.0,4,2,40,110000.0
1,3,17.0,0,4,174,195000.0
1,0,3.0,3,3,3,85000.0
1,3,14.0,0,0,155,180000.0
0,0,1.0,3,0,40,55000.0
1,3,13.0,4,1,155,185000.0
1,0,8.0,0,0,3,140000.0
0,2,3.0,1,1,3,90000.0
0,3,12.0,4,2,165,160000.0
1,0,8.0,3,3,41,145000.0
1,3,13.0,3,4,155,185000.0
1,2,5.0,0,0,41,105000.0
1,0,6.0,4,1,40,110000.0
1,3,18.0,2,0,174,210000.0
0,2,1.0,0,4,40,55000.0
1,3,16.0,4,2,155,190000.0
0,3,11.0,1,1,174,165000.0
1,2,5.0,4,1,41,105000.0
0,2,11.0,1,4,165,160000.0
1,0,6.0,0,4,40,110000.0
1,3,17.0,0,4,174,195000.0
1,0,3.0,1,1,3,85000.0
1,3,14.0,0,4,155,180000.0
0,0,1.0,4,4,40,55000.0
1,3,13.0,2,4,155,185000.0
1,0,8.0,0,4,3,140000.0
0,2,3.0,1,1,3,90000.0
0,3,12.0,0,0,165,160000.0
1,0,8.0,1,0,41,145000.0
1,3,13.0,0,4,155,185000.0
1,2,5.0,3,0,41,105000.0
1,0,6.0,0,4,40,110000.0
1,3,18.0,3,0,174,210000.0
0,2,1.0,4,0,40,55000.0
1,3,16.0,0,0,155,190000.0
0,3,11.0,2,4,174,165000.0
1,2,5.0,2,0,41,105000.0
0,2,11.0,0,0,165,160000.0
1,0,6.0,4,4,40,110000.0
1,3,17.0,0,4,174,195000.0
1,0,3.0,1,1,3,85000.0
1,3,14.0,3,4,155,180000.0
0,0,1.0,3,4,40,55000.0
1,3,13.0,0,0,155,185000.0
1,0,8.0,2,0,3,140000.0
0,2,3.0,0,4,3,90000.0
0,3,12.0,0,4,165,160000.0
1,0,8.0,2,4,41,145000.0
1,3,13.0,0,0,155,185000.0
1,2,5.0,3,4,41,105000.0
1,0,6.0,4,0,40,110000.0
1,3,18.0,4,2,174,210000.0
0,2,1.0,3,3,40,55000.0
1,3,16.0,4,1,155,190000.0
0,3,11.0,2,0,174,165000.0
1,2,5.0,3,3,41,105000.0
0,2,11.0,0,0,165,160000.0
1,0,6.0,4,0,40,110000.0
1,3,17.0,2,4,174,195000.0
1,0,3.0,0,0,3,85000.0
1,3,14.0,1,1,155,180000.0
0,0,1.0,1,0,40,55000.0
1,3,13.0,0,0,155,185000.0
1,0,8.0,0,4,3,140000.0
0,2,3.0,0,0,3,90000.0
0,3,12.0,2,0,165,160000.0
1,0,8.0,3,3,41,145000.0
1,3,13.0,1,1,155,185000.0
1,2,5.0,2,0,41,105000.0
1,0,6.0,1,0,40,110000.0
1,3,18.0,4,4,174,210000.0
0,2,1.0,0,4,40,55000.0
1,3,16.0,4,1,155,190000.0
0,3,11.0,1,0,174,165000.0
1,2,5.0,0,0,41,105000.0
0,2,11.0,1,4,165,160000.0
1,0,6.0,1,1,40,110000.0
1,3,17.0,4,4,174,195000.0
1,0,3.0,4,1,3,85000.0
1,3,14.0,4,1,155,180000.0
0,0,1.0,0,4,40,55000.0
1,3,13.0,0,4,155,185000.0
1,0,8.0,4,1,3,140000.0
0,2,3.0,4,2,3,90000.0
0,3,12.0,2,0,165,160000.0
1,0,8.0,2,0,41,145000.0
1,3,13.0,4,0,155,185000.0
1,2,5.0,0,4,41,105000.0
1,0,6.0,0,0,40,110000.0
1,3,18.0,2,0,174,210000.0
1,0,6.0,0,4,40,115000.0
0,2,13.0,0,0,174,170000.0
0,0,3.0,1,0,3,80000.0
1,3,19.0,3,3,155,200000.0
0,2,7.0,0,4,41,130000.0
1,0,11.0,1,0,174,155000.0
1,0,5.0,2,4,40,105000.0
0,3,14.0,0,4,155,190000.0
1,2,8.0,4,1,3,140000.0
1,3,16.0,0,0,174,185000.0
0,0,8.0,0,4,41,145000.0
0,2,4.0,2,0,40,90000.0
1,3,18.0,0,4,155,195000.0
1,0,4.0,4,0,3,95000.0
1,2,13.0,2,4,174,170000.0
0,0,6.0,3,4,41,115000.0
1,3,16.0,3,3,155,185000.0
0,0,2.0,4,1,40,65000.0
0,2,12.0,4,1,174,160000.0
1,0,5.0,3,3,3,100000.0
1,3,15.0,1,4,155,180000.0
0,0,1.0,1,1,40,55000.0
1,3,14.0,3,3,174,190000.0
1,0,6.0,0,0,41,115000.0
0,3,17.0,0,4,155,195000.0
1,2,9.0,1,4,3,150000.0
0,0,6.0,2,0,41,115000.0
1,3,16.0,1,4,174,185000.0
0,0,2.0,1,4,40,65000.0
0,2,12.0,3,3,174,160000.0
1,0,5.0,4,1,3,100000.0
1,3,15.0,4,2,155,180000.0
0,0,1.0,0,0,40,55000.0
1,3,14.0,2,0,174,190000.0
1,0,6.0,2,0,41,115000.0
0,3,17.0,4,4,155,195000.0
1,2,9.0,3,4,3,150000.0
0,0,6.0,4,2,41,115000.0
1,3,16.0,3,4,174,185000.0
0,0,2.0,3,4,40,65000.0
0,2,12.0,3,4,174,160000.0
1,0,5.0,4,1,3,100000.0
1,3,15.0,4,2,155,180000.0
0,0,1.0,3,0,40,55000.0
1,3,14.0,0,0,174,190000.0
1,0,6.0,2,0,41,115000.0
0,3,17.0,1,1,155,195000.0
1,2,9.0,2,0,3,150000.0
0,0,6.0,4,4,41,115000.0
1,3,16.0,4,0,174,185000.0
0,0,2.0,1,1,40,65000.0
0,2,12.0,3,4,174,160000.0
1,0,5.0,0,4,3,100000.0
1,3,15.0,1,0,155,180000.0
0,0,1.0,3,3,40,55000.0
1,3,14.0,2,0,174,190000.0
1,0,6.0,2,0,41,115000.0
0,3,17.0,3,4,155,195000.0
1,2,9.0,0,4,3,150000.0
0,0,6.0,2,0,41,115000.0
1,3,16.0,4,1,174,185000.0
0,0,2.0,2,4,40,65000.0
0,2,12.0,2,0,174,160000.0
1,0,5.0,1,0,3,100000.0
1,3,15.0,2,0,155,180000.0
0,0,1.0,4,0,40,55000.0
1,3,14.0,0,4,174,190000.0
1,0,6.0,1,0,41,115000.0
0,3,17.0,1,1,155,195000.0
1,2,9.0,1,0,3,150000.0
0,0,6.0,0,4,41,115000.0
1,3,16.0,2,0,174,185000.0
0,0,2.0,0,0,40,65000.0
0,2,12.0,1,0,174,160000.0
1,0,5.0,3,0,3,100000.0
1,3,15.0,4,1,155,180000.0
0,0,1.0,0,4,40,55000.0
1,3,14.0,0,4,174,190000.0
1,0,6.0,1,0,41,115000.0
0,3,17.0,1,4,155,195000.0
1,2,9.0,3,4,3,150000.0
0,0,6.0,4,0,41,115000.0
1,3,16.0,3,4,174,185000.0
0,0,2.0,0,4,40,65000.0
0,2,12.0,0,4,174,160000.0
1,0,5.0,4,0,3,100000.0
1,3,15.0,3,4,155,180000.0
0,0,1.0,4,1,40,55000.0
1,3,14.0,3,3,174,190000.0
1,0,6.0,3,4,41,115000.0
0,3,17.0,4,1,155,195000.0
1,2,9.0,0,0,3,150000.0
0,0,6.0,3,0,41,115000.0
1,3,16.0,0,0,174,185000.0
0,0,2.0,1,0,40,65000.0
0,2,12.0,0,4,174,160000.0
1,0,5.0,0,0,3,100000.0
1,3,15.0,0,4,155,180000.0
0,0,1.0,2,0,40,55000.0
1,3,14.0,3,0,174,190000.0
1,0,6.0,3,4,41,115000.0
0,3,17.0,1,4,155,195000.0
1,2,9.0,3,4,3,150000.0
0,0,6.0,3,4,41,115000.0
1,3,16.0,3,4,174,185000.0
0,0,2.0,4,1,40,65000.0
0,2,12.0,3,3,174,160000.0
1,0,5.0,1,4,3,100000.0
1,3,15.0,4,1,155,180000.0
0,0,1.0,0,4,40,55000.0
1,3,14.0,4,4,174,190000.0
1,0,6.0,1,4,41,115000.0
0,3,17.0,2,0,155,195000.0
1,2,9.0,2,4,3,150000.0
0,0,6.0,1,0,41,115000.0
1,3,16.0,0,4,174,185000.0
0,0,2.0,0,4,40,65000.0
0,2,12.0,3,4,174,160000.0
1,0,5.0,1,1,3,100000.0
1,3,15.0,2,0,155,180000.0
1,0,4.0,0,4,40,90000.0
0,2,12.0,4,2,174,160000.0
0,0,3.0,3,4,3,80000.0
1,3,18.0,3,4,155,195000.0
0,2,6.0,1,4,41,115000.0
1,0,10.0,3,0,174,150000.0
1,0,2.0,3,0,40,65000.0
0,3,14.0,0,4,155,190000.0
1,2,8.0,3,4,3,140000.0
1,3,16.0,1,0,174,185000.0
0,0,7.0,2,0,41,130000.0
0,2,5.0,3,4,40,105000.0
1,3,19.0,2,0,155,200000.0
1,0,5.0,4,4,3,100000.0
1,2,13.0,1,4,174,170000.0
0,0,6.0,1,4,41,115000.0
1,3,16.0,3,4,155,185000.0
0,0,4.0,0,0,40,90000.0
0,2,12.0,2,0,174,160000.0
1,0,3.0,0,4,3,80000.0
1,3,17.0,4,0,155,195000.0
0,2,6.0,2,0,41,115000.0
1,0,8.0,4,2,174,135000.0
1,0,2.0,0,4,40,65000.0
0,3,14.0,1,4,155,190000.0
1,2,8.0,0,4,3,140000.0
1,3,16.0,3,4,174,185000.0
0,0,7.0,4,2,41,130000.0
0,2,5.0,3,4,40,105000.0
1,3,19.0,2,0,155,200000.0
1,0,5.0,3,0,3,100000.0
1,2,13.0,4,4,174,170000.0
0,0,6.0,0,0,41,115000.0
1,3,16.0,0,4,155,185000.0
0,0,4.0,4,4,40,90000.0
0,2,12.0,1,1,174,160000.0
1,0,3.0,1,1,3,80000.0
1,3,17.0,4,0,155,195000.0
0,2,6.0,1,1,41,115000.0
1,0,8.0,4,0,174,135000.0
1,0,2.0,4,4,40,65000.0
0,3,14.0,0,0,155,190000.0
1,2,8.0,1,4,3,140000.0
1,3,16.0,1,4,174,185000.0
0,0,7.0,1,0,41,130000.0
0,2,5.0,3,0,40,105000.0
1,3,19.0,1,0,155,200000.0
1,0,5.0,2,4,3,100000.0
1,2,13.0,4,1,174,170000.0
0,0,6.0,1,1,41,115000.0
1,3,16.0,3,3,155,185000.0
0,0,4.0,1,1,40,90000.0
0,2,12.0,4,0,174,160000.0
1,0,3.0,4,1,3,80000.0
1,3,17.0,0,4,155,195000.0
0,2,6.0,4,1,41,115000.0
1,0,8.0,1,1,174,135000.0
1,0,2.0,4,4,40,65000.0
0,3,14.0,2,0,155,190000.0
1,2,8.0,4,2,3,140000.0
1,3,16.0,1,1,174,185000.0
0,0,7.0,1,0,41,130000.0
0,2,5.0,1,4,40,105000.0
1,3,19.0,1,4,155,200000.0
1,0,5.0,4,2,3,100000.0
1,2,13.0,4,0,174,170000.0
0,0,6.0,2,0,41,115000.0
1,3,16.0,2,0,155,185000.0
0,0,4.0,3,4,40,90000.0
0,2,12.0,2,0,174,160000.0
1,0,3.0,3,4,3,80000.0
1,3,17.0,3,4,155,195000.0
0,2,6.0,4,1,41,115000.0
1,0,8.0,3,3,174,135000.0
1,0,2.0,2,4,40,65000.0
0,3,14.0,4,1,155,190000.0
1,2,8.0,4,4,3,140000.0
1,3,16.0,1,0,174,185000.0
0,0,7.0,4,2,41,130000.0
0,2,5.0,3,0,40,105000.0
1,3,19.0,4,4,155,200000.0
1,0,5.0,2,0,3,100000.0
1,2,13.0,0,4,174,170000.0
0,0,6.0,2,0,41,115000.0
1,3,16.0,1,1,155,185000.0
0,0,4.0,3,0,40,90000.0
0,2,12.0,2,4,174,160000.0
1,0,3.0,0,4,3,80000.0
1,3,17.0,3,0,155,195000.0
0,2,6.0,1,0,41,115000.0
1,0,8.0,3,3,174,135000.0
1,0,2.0,3,3,40,65000.0
0,3,14.0,0,4,155,190000.0
1,2,8.0,1,4,3,140000.0
1,3,16.0,4,4,174,185000.0
0,0,7.0,1,0,41,130000.0
0,2,5.0,1,4,40,105000.0
1,3,19.0,4,2,155,200000.0
1,0,5.0,0,4,3,100000.0
1,2,13.0,1,1,174,170000.0
0,0,6.0,0,4,41,115000.0
1,3,16.0,0,0,155,185000.0
0,0,4.0,3,0,40,90000.0
0,2,12.0,3,0,174,160000.0
1,0,3.0,2,0,3,80000.0
1,3,17.0,4,1,155,195000.0
0,2,6.0,0,0,41,115000.0
1,0,8.0,2,0,174,135000.0
1,0,2.0,0,0,40,65000.0
0,3,14.0,3,4,155,190000.0
1,2,8.0,4,0,3,140000.0
1,3,16.0,0,4,174,185000.0
0,0,7.0,1,1,41,130000.0
0,2,5.0,0,0,40,105000.0
1,3,19.0,1,0,155,200000.0
1,0,5.0,1,4,3,100000.0
1,2,13.0,3,4,174,170000.0
0,0,6.0,0,4,41,115000.0
1,3,16.0,3,3,155,185000.0
0,0,4.0,2,0,40,90000.0
1,0,7.0,3,4,19,100000.0
0,0,6.0,2,0,40,110000.0
1,2,10.0,1,1,174,150000.0
1,0,3.0,4,2,3,80000.0
1,3,18.0,0,4,155,195000.0
0,2,6.0,4,4,41,115000.0
1,0,8.0,2,0,174,135000.0
1,0,2.0,4,2,40,65000.0
0,3,14.0,4,1,155,190000.0
1,2,8.0,3,4,3,140000.0
1,3,16.0,2,0,174,185000.0
0,0,7.0,1,1,41,130000.0
0,2,5.0,1,4,40,105000.0
1,3,19.0,0,4,155,200000.0
1,0,5.0,1,1,3,100000.0
1,2,13.0,1,1,174,170000.0
0,0,6.0,1,1,41,115000.0
1,3,16.0,4,4,155,185000.0
0,0,4.0,4,0,40,90000.0
0,2,12.0,0,0,174,160000.0
1,0,3.0,2,0,3,80000.0
1,3,17.0,0,0,155,195000.0
0,2,6.0,4,1,41,115000.0
1,0,8.0,2,0,174,135000.0
1,0,2.0,2,4,40,65000.0
0,3,14.0,4,0,155,190000.0
1,2,8.0,3,0,3,140000.0
1,3,16.0,3,3,174,185000.0
0,0,7.0,2,0,41,130000.0
0,2,5.0,3,4,40,105000.0
1,3,19.0,3,0,155,200000.0
1,0,5.0,2,4,3,100000.0
1,2,13.0,4,4,174,170000.0
0,0,6.0,3,4,41,115000.0
1,3,16.0,0,4,155,185000.0
0,0,4.0,2,4,40,90000.0
0,2,12.0,4,1,174,160000.0
1,0,3.0,4,2,3,80000.0
1,3,17.0,1,1,155,195000.0
0,2,6.0,4,1,41,115000.0
1,0,8.0,0,0,174,135000.0
1,0,2.0,2,4,40,65000.0
0,3,14.0,0,4,155,190000.0
1,2,8.0,3,4,3,140000.0
1,3,16.0,2,0,174,185000.0
0,0,7.0,2,4,41,130000.0
0,2,5.0,4,1,40,105000.0
1,3,19.0,1,4,155,200000.0
1,0,5.0,4,0,3,100000.0
1,2,13.0,0,0,174,170000.0
0,0,6.0,0,0,41,115000.0
1,3,16.0,1,0,155,185000.0
0,0,4.0,4,4,40,90000.0
0,2,12.0,0,0,174,160000.0
1,0,3.0,0,4,3,80000.0
1,3,17.0,4,1,155,195000.0
0,2,6.0,3,3,41,115000.0
1,0,8.0,0,4,174,135000.0
1,0,2.0,1,0,40,65000.0
0,3,14.0,0,4,155,190000.0
1,2,8.0,1,1,3,140000.0
1,3,16.0,2,0,174,185000.0
0,0,7.0,4,2,41,130000.0
0,2,5.0,2,4,40,105000.0
1,3,19.0,1,0,155,200000.0
1,0,5.0,2,0,3,100000.0
1,2,13.0,1,0,174,170000.0
0,0,6.0,2,0,41,115000.0
1,3,16.0,1,4,155,185000.0
0,0,4.0,1,4,40,90000.0
0,2,12.0,3,4,174,160000.0
1,0,3.0,4,1,3,80000.0
1,3,17.0,3,0,155,195000.0
0,2,6.0,2,0,41,115000.0
1,0,8.0,4,1,174,135000.0
1,0,2.0,4,1,40,65000.0
0,3,14.0,2,4,155,190000.0
1,2,8.0,4,1,3,140000.0
1,3,16.0,0,0,174,185000.0
0,0,7.0,1,4,41,130000.0
0,2,5.0,2,0,40,105000.0
1,3,19.0,0,4,155,200000.0
1,0,5.0,0,0,3,100000.0
1,2,13.0,1,0,174,170000.0
0,0,6.0,3,4,41,115000.0
1,3,16.0,0,0,155,185000.0
0,0,4.0,3,4,40,90000.0
0,2,12.0,0,4,174,160000.0
1,0,3.0,2,4,3,80000.0
1,3,17.0,2,4,155,195000.0
0,2,6.0,0,4,41,115000.0
1,0,8.0,0,4,174,135000.0
1,0,2.0,1,1,40,65000.0
0,3,14.0,2,0,155,190000.0
1,2,8.0,4,0,3,140000.0
1,3,16.0,2,0,174,185000.0
0,0,7.0,0,0,41,130000.0
0,2,5.0,2,4,40,105000.0
1,3,19.0,0,4,155,200000.0
1,0,5.0,3,4,3,100000.0
1,2,13.0,0,4,174,170000.0
0,0,6.0,1,1,41,115000.0
1,3,16.0,3,0,155,185000.0
0,0,4.0,2,0,40,90000.0
0,2,12.0,0,4,174,160000.0
1,0,3.0,0,4,3,80000.0
1,3,17.0,2,0,155,195000.0
0,2,6.0,2,4,41,115000.0
1,0,8.0,4,1,174,135000.0
1,0,2.0,2,4,40,65000.0
0,3,14.0,4,1,155,190000.0
1,2,8.0,1,4,3,140000.0
1,3,16.0,0,4,174,185000.0
0,0,7.0,3,0,41,130000.0
0,2,5.0,0,4,40,105000.0
1,3,19.0,1,1,155,200000.0
1,0,5.0,1,0,3,100000.0
1,2,13.0,1,4,174,170000.0
0,0,6.0,0,4,41,115000.0
1,3,16.0,3,4,155,185000.0
0,0,4.0,0,4,40,90000.0
1,2,8.0,1,1,174,130000.0
1,0,3.0,0,0,3,80000.0
1,3,15.0,1,4,155,180000.0
0,2,8.0,0,4,41,140000.0
1,0,12.0,3,3,174,160000.0
0,0,2.0,3,3,40,55000.0
0,3,16.0,4,1,155,190000.0
1,2,7.0,2,4,3,120000.0
1,3,18.0,3,4,174,200000.0
0,0,5.0,2,0,41,100000.0
1,2,9.0,2,4,40,150000.0
0,0,11.0,4,0,174,170000.0
1,0,2.0,1,0,3,65000.0
0,3,19.0,2,0,155,210000.0
1,0,4.0,3,4,41,90000.0
1,2,14.0,4,0,174,180000.0
0,0,6.0,4,0,40,110000.0
1,2,10.0,0,4,174,150000.0
1,0,3.0,0,0,3,80000.0
1,3,18.0,3,0,155,195000.0
0,2,6.0,0,4,41,115000.0
1,0,8.0,4,0,174,135000.0
1,0,2.0,0,4,40,65000.0
0,3,14.0,3,0,155,190000.0
1,2,8.0,0,4,3,140000.0
1,3,16.0,4,2,174,185000.0
0,0,7.0,4,0,41,130000.0
0,2,5.0,1,0,40,105000.0
1,3,19.0,0,4,155,200000.0
1,0,5.0,2,0,3,100000.0
1,2,13.0,0,0,174,170000.0
0,0,6.0,2,0,41,115000.0
1,3,16.0,1,4,155,185000.0
0,0,4.0,2,0,40,90000.0
0,2,12.0,0,0,174,160000.0
1,0,3.0,3,4,3,80000.0
1,3,17.0,3,0,155,195000.0
0,2,6.0,1,0,41,115000.0
1,0,8.0,1,0,174,135000.0
1,0,2.0,2,0,40,65000.0
0,3,14.0,3,3,155,190000.0
1,2,8.0,1,4,3,140000.0
1,3,16.0,2,0,174,185000.0
0,0,7.0,0,4,41,130000.0
0,2,5.0,1,0,40,105000.0
1,3,19.0,1,4,155,200000.0
1,0,5.0,4,0,3,100000.0
1,2,13.0,1,0,174,170000.0
0,0,6.0,0,4,41,115000.0
1,3,16.0,3,0,155,185000.0
0,0,4.0,4,2,40,90000.0
0,2,12.0,3,4,174,160000.0
1,0,3.0,1,0,3,80000.0
1,3,17.0,1,0,155,195000.0
0,2,6.0,4,0,41,115000.0
1,0,8.0,2,4,174,135000.0
1,0,2.0,0,4,40,65000.0
0,3,14.0,0,0,155,190000.0
1,2,8.0,4,2,3,140000.0
0,3,16.0,2,4,155,185000.0
1,0,7.0,4,4,41,130000.0
1,2,5.0,2,4,40,105000.0
1,3,20.0,0,0,174,210000.0
1,0,6.0,2,0,3,95000.0
0,2,11.0,0,4,174,170000.0
1,0,2.0,2,4,40,65000.0
0,3,16.0,0,4,155,190000.0
1,2,7.0,3,3,3,120000.0
1,3,19.0,4,4,174,200000.0
0,0,5.0,3,4,41,100000.0
1,2,9.0,4,2,40,150000.0
0,0,11.0,0,4,174,170000.0
1,0,2.0,3,4,3,65000.0
0,3,19.0,4,2,155,210000.0
1,0,4.0,0,0,41,90000.0
1,2,14.0,3,0,174,180000.0
